a,b,c,d,RDOC,POCs,POCb,POCt,Net carbon sequestration of macroalgae
0.16269409506446594,0.06470850167796272,0.02833525727137774,0.04607680075684002,28.91775450697941,11.501490360153124,5.0363967625323385,8.189833885644942,53.64547551530982
0.15608820377802085,0.03462438876679834,0.022847517006922433,0.022122207054421646,48.868662657594896,10.84032959195567,7.1531837393863045,6.926101060919681,73.78827704985655
0.1266818143070244,0.04416620844003245,0.043988176499289836,0.026830531930037996,38.97497660280675,13.58819298571967,13.53341960910715,8.254691961386804,74.35128115902037
0.19869185678445234,0.06078690170070156,0.01486307464271528,0.033756404656195796,35.04642214197337,10.72194629504377,2.621635313526448,5.954150445429259,54.34415419597285
0.17865238958141663,0.05120669845734834,0.026754998221457042,0.0363804585408015,21.6763005544856,6.213025130898421,3.246244755762039,4.414123737656657,35.54969417880272
0.24753867308437788,0.06524138535321446,0.030385560422768486,0.040501957386829136,21.675285099702254,5.712746255808008,2.6606577342896056,3.5464821012281527,33.595171191028015
0.0803949103955856,0.08584647373414397,0.03520473803804163,0.0418441276122902,16.429174775321783,17.543233942092495,7.1942961476099025,8.551094621294979,49.717799486319166
0.20451643856537888,0.02966922188834725,0.021246930025435873,0.059967517465625446,43.983833946072316,6.38073955326126,4.569419693878769,12.896769320198604,67.83076251341095
0.2251847470893307,0.06346831642910918,0.029934371850052773,0.06453902563652189,35.114653570182035,9.897064401110391,4.667878757075084,10.064027676281897,59.74362440464941
0.22452814422279566,0.037551980719624095,0.01790889284993437,0.04701398395215693,38.22447367106068,6.392983397614156,3.0488739199700827,8.003828642380233,55.67015963102516
0.2529834922635675,0.047732747436225104,0.02212270083757797,0.10712697710515229,13.06757709121666,2.4655812571699296,1.142723171675521,5.533523232464997,22.209404752527107
0.218929994155519,0.021559004693644048,0.03875765193012304,0.06825170506025094,50.524000135475056,4.975321724480668,8.94437337799046,15.750921517226892,80.19461675517309
0.2661283176126076,0.03117832270434963,0.04260455113746667,0.09054675924716235,42.54216825491328,4.984037258016274,6.810586709353995,14.474429107680264,68.81122132996381
0.1560459433690853,0.042710055660256194,0.03103123674602875,0.11031272984860366,23.853416984309625,6.528723176593631,4.7434813982386315,16.86256936223273,51.98819092137461
0.18269601012230055,0.04391615116436359,0.020228297081171333,0.031646314425162886,22.717912901549937,5.460892640487566,2.515351544508817,3.935161004800496,34.62931809134682
0.06914049476714211,0.07778776482985618,0.03496203103965987,0.05758978856564051,22.779019682982586,25.62794831194345,11.51858684106404,18.973525308050885,78.89908014404097
0.06353348248151612,0.06544499436344034,0.0035447515982112883,0.058046974997654426,26.862998151806913,27.6712167185481,1.4987790990218062,24.543212825357507,80.57620679473433
0.1397532662537336,0.08785732226082915,0.009453227736911592,0.051178182981221405,33.02702630602726,20.762778368394656,2.234022928501714,12.094623910590135,68.11845151351376
0.1073920169075299,0.057278255940345156,0.029086779548410015,0.003176519816158248,30.512263678468276,16.273921457303985,8.264147677780848,0.9025141067418037,55.95284692029491
0.1434928741995544,0.03824235947294162,0.01750093909851899,0.09389295935431519,26.464161627415844,7.052977283723594,3.2276702485635083,17.316528544639745,54.06133770434269
0.12687900546174535,0.04314044115789639,0.042734960498845384,0.024701852899610792,35.41410138775922,12.041235281742784,11.92805869182431,6.894709805367172,66.27810516669349
0.07840147281722507,0.04271327011545782,0.02214055297733413,0.13155113948981467,20.95926670618952,11.418647993137036,5.918890783548026,35.16790334408611,73.46470882696069
0.2598942020681302,0.04307721334250026,0.021935825929757652,0.0889298578962286,26.492454924277904,4.391098853527038,2.236040184992542,9.06511277662388,42.18470673942136
0.06459754442256377,0.061335197048023864,0.02963823163738522,0.07056686042830915,28.68568992316107,27.23698647716751,13.16138454210164,31.336470994250245,100.42053193668048
0.22019945392823986,0.05370813408111148,0.03281880712431595,0.030580755666306074,31.169767233031255,7.602516754533984,4.645581815402883,4.328780198699293,47.746646001667415
0.12114188838828983,0.0462205995218637,0.023340285459733164,0.0650331954430506,40.760607601314746,15.551843753414008,7.853305157977206,21.881717346334796,86.04747385904075
0.260830546209363,0.03215646426314914,0.014667608324040212,0.04240970061156901,23.39304767837998,2.88400922594459,1.3154903282557278,3.8035888159967417,31.396136048577034
0.25489642047582645,0.02020864947988133,0.03304041209575905,0.04152775413596152,32.74263068509456,2.5958950122920017,4.244194598399106,5.334433156483453,44.91715345226912
0.20614365725204198,0.03683990088371289,0.01848364094155869,0.095580649700509,34.87342021232037,6.232223495128789,3.126886299589216,16.169423816407168,60.401953823445545
0.20915817370563522,0.028927662882128558,0.01305559520826484,0.05349643102652282,15.538870638825127,2.1491065993029763,0.9699319967270624,3.974380281833435,22.6322895166886
0.062122890485938526,0.06831559005187053,0.0281276034755769,0.05954240377164803,35.293721024818815,38.811963803943726,15.980064391698557,33.8276756188499,123.913424839311
0.2936136351106151,0.029341312552366418,0.0087174564555449,0.09732604095310804,22.27225595344664,2.2257046166476053,0.6612684093086326,7.382731030957094,32.54196001035997
0.2507211651191585,0.06435415072277872,0.04472824188529846,0.020975259236067835,16.918672705975574,4.3426202683457324,3.0182632759042134,1.4154112029966226,25.694967453222144
0.2555690749716381,0.04623288345784198,0.028151716024552378,0.07183795788428031,48.728265651390615,8.815026728932354,5.367567641504093,13.697037077068481,76.60789709889555
0.207016531004113,0.02589561617357272,0.046582066959871826,0.07041139857418462,50.12167979650078,6.269701147485228,11.278188428224928,17.047612363328394,84.71718173553933
0.15804012278046575,0.07026299373018967,0.019092730247931487,0.05736156689501409,41.607451554432686,18.498239916956223,5.026570688863392,15.101662626433038,80.23392478668534
0.2551437544384869,0.05624923818088684,0.04471156655808484,0.09561184761537862,26.874283391708484,5.924730435858309,4.709467857497182,10.070792812763198,47.57927449782717
0.1490729888199993,0.03788247781385117,0.011703411056167087,0.11430607192829256,18.900427997180174,4.8029830886399525,1.4838333875198506,14.492455670355167,39.67970014369514
0.1917759411500787,0.07728275378738766,0.005023174535070344,0.06078549184920006,37.50112599219059,15.112376815485021,0.982264511339404,11.886393958824225,65.48216127783924
0.10706591000962355,0.022997883945717095,0.004287444018761362,0.06000417153427609,30.73654327311443,6.602245803767605,1.2308419047843442,17.226032214781366,55.79566319644775
0.2640716341892142,0.035760151526641686,0.023016650343910903,0.06390179131981401,20.14875737725232,2.728511977806027,1.7561784128779925,4.875728865116137,29.509176633052476
